Downloaded from FDA Regulatory Status of Color Additives; http://hfpappexternal.fda.gov/scripts/fdcc/?set=ColorAdditives; Last updated 2/14/2025; downloaded 4/11/2025.

"See End Note descriptions at https://www.hfpappexternal.fda.gov/scripts/fdcc/index.cfm?set=ColorAdditives."

CAS Reg No or other ID code,Color,See also,EEC No,Status,Use,Former use,RESTRICTIONS,End Notes Detail,END NOTES,Other names,RegnumCA1,RegnumCA2,RegnumCA3,RegnumCA4,RegnumCA5,RegnumCA6,RegnumO1,RegnumO2,RegnumO3,RegnumO4,RegnumO5,RegnumO6,RegnumO7,RegnumO8,RegnumO9,RegnumO10,RegnumO11,RegnumO12,RegnumO13,Citation 1a,Date FR 1a inc estimates,Text2 Date Actual FR 1a,Action 1a,Citation 1b,Date FR 1b,Action 1b,Citation 1c,Date FR 1c,Action 1c,Citation 1d,Date FR 1d,Action 1d,Citation 1e,Date FR 1e,Action 1e,Limitations 1,Citation 2a,Date FR 2a,Action 2a,Citation 2b,Date FR 2b,Action 2b,Citation 2c,Date FR 2c,Action 2c,Citation 2d,Date FR 2d,Action 2d,Citation 2e,Date FR 2e,Action 2e,Limitations 2,Citation 3a,Date FR 3a,Action 3a,Citation 3b,Date FR 3b,Action 3b,Citation 3c,Date FR 3c,Action 3c,Citation 3d,Date FR 3d,Action 3d,Limitations 3,Citation 4a,Date FR 4a,Action 4a,Citation 4b,Date FR 4b,Action 4b,Citation 4c,Date FR 4c,Action 4c,Citation 4d,Date FR 4d,Action 4d,Citation 4e,Date FR 4e,Action 4e,Citation 4f,Date FR 4f,Action 4f,Limitations 4,Citation 5a,Date FR 5a,Action 5a,Citation 5b,Date FR 5b,Action 5b,Citation 5c,Date FR 5c,Action 5c,Citation 5d,Date FR 5d,Action 5d,Citation 5e,Date FR 5e,Action 5e,Citation 5f,Date FR 5f,Action 5f,Limitations 5,Citation 6a,Date FR 6a,Action 6a,Citation 6b,Date FR 6b,Action 6b,Citation 6c,Date FR 6c,Action 6c,Citation 6d,Date FR 6d,Action 6d,Citation 6e,Date FR 6e,Action 6e,Limitations 6,Citation 7a,Date FR 7a,Action 7a,Citation 7b,Date FR 7b,Action 7b,Citation 7c,Date FR 7c,Action 7c,Citation 7d,Date FR 7d,Action 7d,Limitations 7,Citation 8a,Date FR 8a,Action 8a,Citation 8b,Date FR 8b,Action 8b,Citation 8c,Date FR 8c,Action 8c,Citation 8d,Date FR 8d,Action 8d,Limitations 8,Citation 9a,Date FR 9a,Action 9a,Citation 9b,Date FR 9b,Action 9b,Citation 9c,Date FR 9c,Action 9C,Limitations 9,Citation 10a,Date FR 10a,Action 10a,Citation 10b,Date FR 10b,Action 10b,Citation 10c,Date FR 10c,Action 10c,Limitations 10,Citation 11a,Date FR 11a,Action 11a,Citation 11b,Date FR 11b,Action 11b,Citation 11c,Date FR 11c,Action 11c,Limitations 11,Citation 12a,Date FR 12a,Action 12a,Citation 12b,Date FR 12b,Action 12b,Action 12c,Date FR 12c,Citation 12c,Limitations 12,Citation 13a,Date FR 13a,Action 13a,Citation 13b,Date FR 13b,Action 13b,Citation 13c,Date FR 13c,Action 13c,Limitations 13
" 12597-70-5"," Bronze Powder",,," Permanently listed, exempt from certification"," Drugs, Cosmetics",," Externally applied drugs including eye area use. Cosmetics generally including eye area use.",," 5, 6"," &diams; Bronze<br />&diams; Copper Bronze",=T("73.1646"),=T("73.2646"),,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional cosmetic use."," 38 FR 21200",08/06/1973," Notice"," 42 FR 33723",07/01/1977," Final Rule"," 42 FR 63386",12/16/1977," Correction",,,,,,," External drugs and cosmetics including eye area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Butterfly pea flower extract",,," Permanently listed, exempt from certification"," Foods",," Alcoholic beverages, sport and energy drinks, flavored or carbonated water, fruit drinks (including smoothies and grain drinks), carbonated soft drinks (fruit-flavored or juice, ginger ale, and root beer), fruit and vegetable juice, nutritional beverages, chewing gum, teas, coated nuts, liquid coffee creamers (dairy and non-dairy), ice cream and frozen dairy desserts, hard candy, dairy and non-dairy drinks, fruit preparations in yogurts, and soft candy"," none",,,=T("73.69"),,,,,,,,,,,,,,,,,,," 83 FR 56258",10/04/2018,," Notification of petition"," 86 FR 49230",09/02/2021," Final Rule"," 86 FR 73969",12/29/2021," Final Rule; confirmation of effective date",,,,,,," Alcoholic beverages, sport and energy drinks, flavored or carbonated water, fruit drinks (including smoothies and grain drinks), carbonated soft drinks (fruit-flavored or juice, ginger ale, and root beer), fruit and vegetable juice, nutritional beverages, chewing gum, teas, coated nuts, liquid coffee creamers (dairy and non-dairy), ice cream and frozen dairy desserts, hard candy, dairy and non-dairy drinks, fruit preparations in yogurts, and soft candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 60-11-7"," Butter Yellow",,," Delisted prior to 1938 Food, Drug and Cosmetic Act"," None"," formerly Foods",," none",," &diams; C.I. Solvent Yellow 2<br />&diams; (dimethylamino)azobenzene, p-<br />&diams; 4-(dimethylamino)azobenzene<br />&diams; 4-dimethylaminoazobenzene<br />&diams; C.I. 11020<br />&diams; N,N-dimethyl-4-(phenylazo)benzenamine<br />&diams; N,N-dimethyl-4-aminoazobenzene<br />&diams; Solvent Yellow 2<br />&diams; benzenamine, N,N-dimethyl-4-(phenylazo)-<br />&diams; dimethylaminoazobenzene, p-",,,,,,,,,,,,,,,,,,,," FID 175",01/01/1918," (1918)",," FID 180",06/07/1919," Delisting",,,,,,,,,," Coloring butter. Delisted prior to 1938 Drug and Cosmetic Act.  Unsatisfactory color.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 471-34-1"," Calcium Carbonate",," E170"," Permanently listed, exempt from certification"," Foods, Drugs",," Drugs generally. Hard and soft candy, mints, and chewing gum.",,=T("5")," &diams; C.I. 77220<br />&diams; C.I. PIGMENT WHITE 18<br />&diams; CALCIUM CARBONATE, PRECIPITATED<br />&diams; CARBONIC ACID CALCIUM SALT (1:1)<br />&diams; PIGMENT WHITE 18<br />&diams; PRECIPITATED CHALK",=T("73.70"),=T("73.1070"),,,,,=T("178.3297"),=T("181.29"),=T("184.1191"),,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional cosmetic use."," 26 FR 7578",08/16/1961," Provisional Regulation"," 32 FR 50",01/05/1967," Delisting"," 32 FR 50",01/01/1967," Last date of permitted use for non-certified color additive",,,,,,," Delisting for food use."," 28 FR 7424",07/20/1963," Provisional List",,,,,,,,,," Provisional drug use."," 32 FR 2645",02/08/1967," Notice of Proposal to List"," 32 FR 6685",05/02/1967," Final Rule; identity, specifications"," 32 FR 8814",06/21/1967," Confirmation of effective date",,,,,,,,,," Drugs generally GMP."," 40 FR 15087",04/04/1975," Delisting",,,,,,,,,,,,,,,," Termination of provisional cosmetic use."," 49 FR 3804",01/30/1984," Incorporation by Reference; proposed updating of text"," 49 FR 10087",03/19/1984," Final Rule"," 49 FR 23832",06/08/1984," Final Rule; confirmation of effective date",,,,,,," Drug use. Incorporated by reference  the United States Pharmacopeia XX (1980), specifications; no substantive changes to regulations."," 81 FR 69740",10/07/2016," Notice of petition"," 82 FR 51554",11/07/2017," Final Rule"," 83 FR 4423",01/31/2018," Final Rule; confirmation of effective date",,,," Color hard and soft candy, mints, and chewing gum. GMP."," 85 FR 74304",11/20/2020," Notification of Petition"," 87 FR 58445",09/27/2022," Final Rule"," 88 FR 4085",01/24/2023," Final Rule; confirmation of effective date",,,," To color dietary supplement tablets and capsules (including coatings and printing inks). Update incorporation by reference.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 62-33-9"," Calcium Disodium EDTA: Diluents of Color Additive Mixture",,," Permanently listed, exempt from certification"," Foods, Drugs",," NTE 1% by weight as diluent in food color additive mixture and ingested drugs."," none",," &diams; CALCIUM DISODIUM EDATHAMIL<br />&diams; DISODIUM CALCIUM EDTA<br />&diams; CALCIUM DISODIUM EDETATE<br />&diams; EDTA CALCIUM DISODIUM SALT<br />&diams; EDTA DISODIUM CALCIUM SALT<br />&diams; EDETATE CALCIUM DISODIUM<br />&diams; CALCIUM DISODIUM (ETHYLENEDINITRILO) TETRAACETATE<br />&diams; CALCIATE(2-), ((N,N'-1,2-ETHANEDIYLBIS(N-(CARBOXYMETHYL)GLYCINATO))(4-)-N,N',O,O',ON,ON'), DISODIUM, (OC-6-21)-<br />&diams; CALCIATE(2-), ((ETHYLENEDINITRILO) TETRAACETATO)-, DISODIUM<br />&diams; DISODIUM ((ETHYLENEDINITRILO)TETRAACETATO) CALCIATE<br />&diams; CALCIUM DISODIUM ETHYLENEDIAMINETETRAACETATE",=T("73.1"),,,,,,=T("172.120"),=T("172.135"),=T("175.105"),,,,,,,,,,," 55 FR 908",01/10/1990,," Notice of Filing"," 57 FR 32173",07/21/1992," Final Rule"," 57 FR 61292",12/24/1992," Final Rule; confirmation of effective date",,,,,,," Not more than 1% by weight as diluent in food color additive mixture and ingested drugs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1344-95-2"," Calcium Silicate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; CALCIUM MONOSILICATE<br />&diams; CALCIUM POLYSILICATE<br />&diams; SILICIC ACID, CALCIUM SALT",,,,,,,=T("172.410"),=T("175.300"),=T("178.3297"),=T("182.227"),,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use."," 30 FR 4534",04/08/1965," Postponement of Closing Date"," 34 FR 435",01/11/1969," Delisting"," 34 FR 435",01/11/1969," Last date of permitted use for non-certified color additive",,,,,,," Provisional cosmetic use."," 34 FR 12576",08/01/1969," Provisional Regulation"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",09/23/1976," Last date of permitted use for non-certified color additive",,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1592-23-0"," Calcium Stearate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; CALCIUM BIS(STEARATE)<br />&diams; CALCIUM DISTEARATE<br />&diams; CALCIUM OCTADECANOATE<br />&diams; OCTADECANOIC ACID, CALCIUM SALT<br />&diams; STEARIC ACID, CALCIUM SALT",,,,,,,=T("172.863"),=T("173.340"),=T("175.300"),=T("177.2410"),=T("177.2600"),=T("178.1010"),=T("178.2010"),=T("181.29"),=T("184.1229"),,,,," 26 FR 7578",08/16/1961,," Provisional Regulation (Provisional List)"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",10/26/1976," Last use date: Oct 26, 1976",,,,,,," Provisional cosmetic use. No interest."," 38 FR 21200",08/06/1973," Notice of filing"," 41 FR 41855",09/23/1976," Withdrawal. No interest.",,,,,,,,,," Externally applied cosmetics. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 7778-18-9"," Calcium Sulfate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; CALCIUM SULFATE (1:1)<br />&diams; CALCIUM SULFATE, ANHYDROUS<br />&diams; SULFURIC ACID, CALCIUM SALT (1:1)",,,,,,,=T("178.3297"),=T("184.1230"),,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 40 FR 15087",04/04/1975," Delisting"," 40 FR 15087",04/04/1975," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 514-78-3"," Canthaxanthin",," E161g"," Permanently listed, exempt from certification"," Foods, Drugs",," Foods generally, NTE 30 mg/lb of solid or semisolid food or per pint of liquid food; May also be used in broiler chicken feed; Ingested drugs generally; Approved for specific uses in animal food. Salmonid feed, NTE 80 mg/kg.",," 1, 3, 5"," &diams; 4,4'-DIOXO-BETA-CAROTENE<br />&diams; BETA,BETA-CAROTENE-4,4'-DIONE<br />&diams; BETA-CAROTENE-4,4'-DIONE<br />&diams; BETA-CAROTENE-4,4'-DIONE, ALL-TRANS-<br />&diams; C.I. FOOD ORANGE 8<br />&diams; CANTHAXANTHIN, TRANS-<br />&diams; CAROPHYLL RED<br />&diams; CAROTENE-4,4'-DIONE, BETA-",=T("73.1075"),=T("73.75"),,,,,,,,,,,,,,,,,," 34 FR 250",01/08/1969,," Final Rule (Listing of Color Additives for Food & Drug Use Exempt From Certification)."," 34 FR 5376",03/19/1969," Final Rule; confirmation of effective date",,,,,,,,,," Limited to 30 mg/pint of food. Ingested drugs GMP."," 37 FR 28",01/04/1972," Notice"," 50 FR 47532",11/19/1985," Final Rule",,,,,,,,,," Use in boiler chicken feed to enhance yellow color of boiler chicken skin.  Limited to 4g/Ton of complete feed."," 58 FR 42975",08/12/1993," Notice"," 63 FR 14814",03/27/1998," Final Rule"," 63 FR 51299",09/25/1998," Final Rule; confirmation of effective date",,,," In feed of salmonid fish to enhance color of flesh.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 8028-89-5"," Caramel",," E150a-d"," Permanently listed, exempt from certification"," Foods, Drugs, Cosmetics",," Foods generally. Ingested and topically applied drugs generally. Cosmetics generally, including eye area use.",," 5, 6"," &diams; BURNT SUGAR<br />&diams; C.I. NATURAL BROWN 10<br />&diams; CARAMEL (COLOR)<br />&diams; CARAMEL COLOR<br />&diams; CARAMEL FLAVOR<br />&diams; CARAMEL LIQUID<br />&diams; NATURAL BROWN 10",=T("73.1085"),=T("73.2085"),=T("73.85"),,,,=T("182.1235"),,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional food use."," 26 FR 7578",08/16/1961," Provisional Regulation",,,,,,,,,,,,," Provisional cosmetic use."," 28 FR 2674",03/19/1963," Provisional List",,,,,,,,,," Provisional drug use."," 28 FR 6497",06/25/1963," Final Rule"," 28 FR 8309",08/14/1963," Final Rule",,,,,,,,,,,,," Provisional food use delisted. Foods generally GMP listed."," 28 FR 8309",08/14/1963," Final Rule"," 28 FR 10816",10/09/1963," Confirmation of effective date",,,,,,,,,,,,," Provisional drugs delisted.  Ingested and topical drugs generally GMP listed."," 46 FR 18994",03/27/1981," Proposed Rule"," 46 FR 38500",07/28/1981," Final Rule"," 47 FR 10804",03/12/1982," Final Rule; Correction",,,,,,," Provisional cosmetic use delisted. Cosmetics generally including eye area use listed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 6358-30-1"," Carbazole Violet",,," Permanently listed, exempt from certification"," Devices",," Contact lenses use only.",,=T("3")," &diams; 8,18-DICHLORO-5,15-DIETHYL-5,15-DIHYDRODIINDOLO(3,2-B:3',2'-M)TRIPHENODIOXAZINE<br />&diams; C.I. 51319<br />&diams; C.I. PIGMENT VIOLET 23<br />&diams; DIINDOLO(3,2-B:3',2'-M)TRIPHENODIOXAZINE, 8,18-DICHLORO-5,15-DIETHYL-5,15-DIHYDRO-",=T("73.3107"),,,,,,,,,,,,,,,,,,," 53 FR 2093",01/26/1988,," Notice of Filing"," 53 FR 41322",10/21/1988," Final Rule"," 54 FR 3775",01/26/1989," Final Rule; confirmation of effective date",,,,,,," For contact lenses not to exceed minimum reasonably required to accomplish intended effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1333-86-4"," Carbon Black (Channel or Impingement)",,," Delisted, formerly exempt from certification"," None"," formerly Foods, Drugs, Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional foods and cosmetics use."," 26 FR 7578",08/16/1961," Provisional Regulation"," 41 FR 41857",09/23/1976," Delisting"," 41 FR 56396",12/28/1976," Delisting"," 41 FR 56396",12/28/1976," Last date of permitted use for non-certified color additive",,,," Provisional drug use. Delisted for food, drugs and cosmetics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1390-65-4"," Carmine",," E120"," Permanently listed, exempt from certification"," Foods, Drugs, Cosmetics",," Foods generally. Ingested and externally applied drugs. Cosmetics generally including eye area use. Food and cosmetic labels must use common or usual name ""carmine"".",,=T("5")," &diams; B ROSE LIQUID<br />&diams; COCHINEAL EXTRACT LAKE<br />&diams; COLOR, CARMINE",=T("73.100"),=T("73.1100"),=T("73.2087"),,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation (Provisional List)",,,,,,,,,,,,," Provisionally listed for food and cosmetic use."," 30 FR 10211",08/17/1965," Notice"," 42 FR 32228",06/24/1977," Final Rule"," 42 FR 43620",08/30/1977," Final Rule; confirmation of effective date",,,,,,," Cosmetic general including eye area."," 32 FR 2646",02/08/1967," Proposed rule"," 32 FR 6131",04/19/1967," Final Rule",,,,,,," Food and ingested and external drug use generally GMP."," 71 FR 4839",01/30/2006," Proposed Rule"," 74 FR 207",01/05/2009," Final Rule"," 74 FR 10483",03/11/2009," Final Rule; confirmation of effective date"," 74 FR 19973",04/30/2009," Small EntityCompliance Guide: Notice",,,,,,," Declaration by name on the label of all food and cosmetic products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 8015-88-1"," Carrot Oil",,," Permanently listed, exempt from certification"," Foods",," Foods generally."," none",," &diams; CARROT SEED OIL<br />&diams; DAUCUS CAROTA OIL<br />&diams; OIL, CARROT (CARROT OLEORESINS)<br />&diams; OILS, CARROT<br />&diams; QUEEN ANN'S LACE OIL<br />&diams; WILD CARROT OIL",=T("73.300"),,,,,,=T("182.20"),,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation",,,,,,,,,,,,," Provisional food use."," 32 FR 8094",06/06/1967," Proposed rule"," 38 FR 10980",06/27/1967," Provisional Listing"," 32 FR 12943",09/12/1967," Confirmation of effective date",,,,,,," Foods generally GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 16291-96-6"," Charcoal"," Charcoal (NFXI)",," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; CHARCOAL, WOOD<br />&diams; WOOD CHARCOAL",,,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 28 FR 317",01/11/1963," Postponement of Closing Date"," 29 FR 17809",12/15/1964," Postponement of Closing Date",,,,,,," Provisional cosmetic use not including the eye area"," 33 FR 982",01/26/1968," Delisting",,,,,,,,,,,,," Delisted provisional cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 16291-96-6"," Charcoal (NFXI)"," Charcoal",," Delisted, formerly exempt from certification"," None"," formerly Foods, Drugs",,,," &diams; CHARCOAL, WOOD<br />&diams; WOOD CHARCOAL",,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional food and drug use."," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,,,,," Delisted provisional food and drug use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1406-65-1"," Chlorophyll",,," Delisted, formerly exempt from certification"," None"," formerly Foods",," none",," &diams; chlorophylls",,,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation",,,,,,,,,,,,," Provisional food use."," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,,,,," Delisted provisional food use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 11006-34-1"," Chlorophyllin-Copper Complex, Oil Soluble",,," Permanently listed, exempt from certification"," Devices",," Bone cement only NTE 0.003%",,=T("3")," &diams; copper sodium chlorophyllin<br />&diams; chlorophyllin copper complex sodium<br />&diams; chlorophyllin, copper sodium complex<br />&diams; chlorophyllin-copper complex, oil soluble<br />&diams; cuprate(3-), ((7S,8S)-3-carboxy-5-(carboxymethyl)-13-ethenyl-18-ethyl-7,8-dihydro-2,8,12,17-tetramethyl-21H,23H-porphine-7-propanoato(5-)-kappaN21,kappaN22,kappaN23,kappaN24)-, trisodium, (SP-4-2)-<br />&diams; trisodium ((7S,8S)-3-carboxy-5-(carboxymethyl)-13-ethenyl-18-ethyl-7,8-dihydro-2,8,12,17-tetramethyl-21H,23H-porphine-2-propanoato-(5-)-kappaN21,kappaN22,kappaN23,kappaN24) cuprate(3-), (SP-4-2)-",=T("73.3110"),,,,,,,,,,,,,,,,,,," 48 FR 17389",04/22/1983,," Notice of Filing"," 48 FR 56368",12/21/1983," Final Rule"," 50 FR 23948",06/07/1985," Final Rule; confirmation of effective date",,,,,,," To color polymethylmethacrylate bone cement not to exceed 0.003% by weight of bone cement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977053-65-8"," Chlorophyllin, Potasium Sodium Copper (Chlorophyllin copper complex)",," E141"," Permanently listed, exempt from certification"," Drugs, Cosmetics",," Citrus-based dry beverage mixes NTE 0.2 percent in dry mix; extracted from alfalfa. Dentrifices that are drugs; NTE 0.1%. Coloring dentrifices that are cosmetics NTE 0.1% in combination with a list of substances.",,=T("3"),,=T("73.1125"),=T("73.2125"),,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional food, drug and cosmetic use. Delisted for food and drug use. No interest."," 34 FR 6975",04/26/1969," Final Rule",,,,,,,,,,,,," For drug use limited to 0.1% in toothpaste.  For cosmetic use limited to 0.1% in toothpastes with restricted diluents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 68187-11-1"," Chromium-Cobalt-Aluminum Oxide",,," Permanently listed, exempt from certification"," Drugs, Devices",," Linear polyethylene surgical sutures NTE 2% general surgery. Contact lenses.",,=T("3")," &diams; C.I. PIGMENT BLUE 36<br />&diams; C.I. 77343<br />&diams; COBALT ALUMINA CHROME BLUE GREEN<br />&diams; COBALT CHROMITE BLUE GREEN SPINEL<br />&diams; COBALT-CHROMIUM-ALUMINUM SPINEL<br />&diams; PIGMENT BLUE 36<br />&diams; SPINEL, COBALT CHROMITE BLUE GREEN<br />&diams; SPINEL, COBALT-CHROMIUM-ALUMINUM",=T("73.1015")," 73.3110a",,,,,,,,,,,,,,,,,," 28 FR 2674",03/19/1963,," Provisional Regulation (Provisional List)",,,,,,,,,,,,," Provisional drug use. Polyethylene suture use only."," 39 FR 28421",08/07/1974," Final Rule",,,,,,,,,,,,," 2% in linear polyethylene suture for general surgery."," 49 FR 3804",01/30/1984," Incorporation by Reference; proposed updating of text"," 49 FR 10087 (at 10089)",03/19/1984," Revised paragraph"," 49 FR 23832",06/08/1984," Final Rule; confirmation of effective date",,,," Incorporated by reference  the United States Pharmacopeia XX (1980), linear polyethylene surgical sutures, uses and restrictions; no substantive changes to regulations."," 53 FR 41324",10/21/1988," Final Rule"," 54 FR 3775",01/26/1989," Final Rule; confirmation of effective date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
